region_code,region_name,lat,lon
0275,Rheden,52.03289688479397,6.050570215334265
0277,Rozendaal,52.04221242125456,5.967728373895337
0279,Scherpenzeel,52.088720496296645,5.501863587924737
0281,Tiel,51.88511921636368,5.407964571885098
0285,Voorst,52.225923210216806,6.098742568309035
0289,Wageningen,51.97333947563292,5.663987601087323
0293,Westervoort,51.95648279911274,5.9703182108217705
0294,Winterswijk,51.970052010860144,6.726044505507195
0296,Wijchen,51.817120754565224,5.702060549022222
0297,Zaltbommel,51.79220244016285,5.159439454373971
0299,Zevenaar,51.92330841309556,6.085529306549116
0301,Zutphen,52.13681757055361,6.233785235747779
0302,Nunspeet,52.339225029341705,5.786415146878412
0303,Dronten,52.50197411807976,5.701426432440992
0304,Neerijnen,51.83555440460676,5.283761799980952
0307,Amersfoort,52.174190941030844,5.3840668292675575
0308,Baarn,52.20319155180676,5.2626538613126765
0310,De Bilt,52.14210209468947,5.1739481084917935
0312,Bunnik,52.042700982624396,5.215016297894543
0313,Bunschoten,52.2393083754379,5.358297089775507
0317,Eemnes,52.25052116590739,5.280454191324624
0321,Houten,52.00449924234737,5.181906041940774
0327,Leusden,52.12234186767561,5.415561034056611
0331,Lopik,51.985201998964165,4.945337118293455
0335,Montfoort,52.04799996243067,4.943645641635474
0339,Renswoude,52.068719913256714,5.534359142177637
0340,Rhenen,51.980536627676834,5.562299861706642
0342,Soest,52.15575271829817,5.295833018802715
0344,Utrecht,52.09113877968549,5.076084905510833
0345,Veenendaal,52.02365313739296,5.554300144995897
0351,Woudenberg,52.080924175923464,5.425703381691048
0352,Wijk bij Duurstede,51.98996807283451,5.323226469791027
0353,IJsselstein,52.02706592361179,5.030068667638411
0355,Zeist,52.10247667322126,5.254435036250327
0356,Nieuwegein,52.02977666953311,5.095337452156433
0358,Aalsmeer,52.25860809047308,4.7577097098415315
0361,Alkmaar,52.60061532878181,4.803601639672308
0362,Amstelveen,52.28922202959687,4.8511447819631615
0363,Amsterdam,52.36467902035935,4.9096881749268935
0370,Beemster,52.55649036274821,4.91559284878802
0373,Bergen (NH.),52.66288959837721,4.6699863178894505
0375,Beverwijk,52.48436064964105,4.65605767949058
0376,Blaricum,52.278556589915716,5.256548629235567
0377,Bloemendaal,52.382104866136835,4.585781885886668
0383,Castricum,52.55688830361098,4.682096896128428
0384,Diemen,52.33592030621458,4.9862544950892875
0385,Edam-Volendam,52.54095722677087,5.018596144100798
0388,Enkhuizen,52.71372091385056,5.27343186371088
0392,Haarlem,52.383759848383235,4.647701798934209
0393,Haarlemmerliede en Spaarnwoude,52.40239702765242,4.712867286958987
0394,Haarlemmermeer,52.3080142445803,4.687002359655357
0396,Heemskerk,52.512425992863974,4.6470244908475085
0397,Heemstede,52.34429484024837,4.615576928959207
0398,Heerhugowaard,52.676606462736316,4.843644293373848
0399,Heiloo,52.600072831630804,4.709560631957678
0400,Den Helder,52.92161976231532,4.753203188166983
